ID,Bound
2236,0
2237,1
2238,0
2239,0
2240,1
2241,1
2242,0
2243,1
2244,1
2245,1
2246,0
2247,1
2248,0
2249,1
2250,1
2251,1
2252,0
2253,1
2254,0
2255,1
2256,1
2257,0
2258,1
2259,1
2260,0
2261,1
2262,0
2263,1
2264,0
2265,1
2266,0
2267,1
2268,0
2269,1
2270,1
2271,1
2272,0
2273,0
2274,1
2275,0
2276,0
2277,1
2278,0
2279,1
2280,1
2281,1
2282,1
2283,1
2284,0
2285,1
2286,0
2287,1
2288,1
2289,1
2290,1
2291,0
2292,0
2293,0
2294,0
2295,1
2296,0
2297,1
2298,1
2299,1
2300,1
2301,0
2302,0
2303,1
2304,1
2305,1
2306,1
2307,1
2308,1
2309,0
2310,1
2311,0
2312,1
2313,1
2314,1
2315,0
2316,1
2317,0
2318,0
2319,1
2320,1
2321,0
2322,1
2323,0
2324,1
2325,1
2326,1
2327,1
2328,1
2329,0
2330,0
2331,0
2332,1
2333,0
2334,0
2335,0
2336,1
2337,0
2338,1
2339,0
2340,0
2341,1
2342,1
2343,1
2344,0
2345,1
2346,0
2347,0
2348,0
2349,0
2350,0
2351,1
2352,0
2353,0
2354,0
2355,1
2356,1
2357,1
2358,0
2359,0
2360,1
2361,1
2362,1
2363,0
2364,0
2365,0
2366,1
2367,0
2368,1
2369,1
2370,1
2371,0
2372,0
2373,0
2374,1
2375,1
2376,1
2377,1
2378,0
2379,0
2380,1
2381,1
2382,1
2383,1
2384,0
2385,0
2386,0
2387,1
2388,1
2389,0
2390,0
2391,0
2392,1
2393,1
2394,1
2395,0
2396,0
2397,1
2398,0
2399,1
2400,1
2401,0
2402,1
2403,1
2404,1
2405,0
2406,1
2407,1
2408,1
2409,1
2410,1
2411,1
2412,0
2413,1
2414,1
2415,1
2416,0
2417,1
2418,1
2419,1
2420,1
2421,0
2422,0
2423,0
2424,1
2425,0
2426,0
2427,1
2428,1
2429,0
2430,1
2431,0
2432,0
2433,0
2434,0
2435,1
2436,0
2437,1
2438,0
2439,1
2440,0
2441,0
2442,1
2443,1
2444,1
2445,0
2446,0
2447,0
2448,0
2449,1
2450,1
2451,0
2452,1
2453,1
2454,1
2455,0
2456,1
2457,0
2458,0
2459,0
2460,0
2461,1
2462,1
2463,0
2464,1
2465,1
2466,0
2467,1
2468,0
2469,1
2470,0
2471,0
2472,0
2473,1
2474,0
2475,0
2476,1
2477,1
2478,1
2479,1
2480,0
2481,1
2482,0
2483,0
2484,1
2485,0
2486,0
2487,0
2488,1
2489,1
2490,1
2491,1
2492,1
2493,1
2494,0
2495,1
2496,1
2497,1
2498,0
2499,0
2500,0
2501,0
2502,0
2503,0
2504,0
2505,1
2506,0
2507,1
2508,0
2509,0
2510,1
2511,1
2512,1
2513,1
2514,0
2515,0
2516,0
2517,1
2518,1
2519,1
2520,1
2521,0
2522,0
2523,0
2524,0
2525,1
2526,1
2527,1
2528,1
2529,0
2530,1
2531,1
2532,1
2533,1
2534,1
2535,0
2536,1
2537,0
2538,1
2539,0
2540,1
2541,1
2542,1
2543,0
2544,1
2545,1
2546,1
2547,1
2548,1
2549,1
2550,1
2551,0
2552,1
2553,1
2554,1
2555,1
2556,1
2557,1
2558,0
2559,1
2560,0
2561,0
2562,0
2563,0
2564,1
2565,1
2566,0
2567,0
2568,0
2569,1
2570,0
2571,1
2572,1
2573,1
2574,0
2575,0
2576,0
2577,1
2578,0
2579,1
2580,0
2581,1
2582,0
2583,0
2584,1
2585,0
2586,1
2587,0
2588,1
2589,0
2590,0
2591,0
2592,0
2593,0
2594,1
2595,1
2596,0
2597,1
2598,1
2599,1
2600,1
2601,0
2602,0
2603,1
2604,1
2605,1
2606,0
2607,1
2608,0
2609,1
2610,1
2611,1
2612,0
2613,1
2614,1
2615,1
2616,0
2617,0
2618,0
2619,1
2620,0
2621,1
2622,0
2623,1
2624,1
2625,0
2626,0
2627,0
2628,1
2629,1
2630,1
2631,1
2632,0
2633,0
2634,1
2635,1
2636,1
2637,1
2638,1
2639,1
2640,0
2641,0
2642,0
2643,0
2644,1
2645,1
2646,1
2647,0
2648,0
2649,1
2650,1
2651,0
2652,0
2653,0
2654,1
2655,0
2656,0
2657,0
2658,1
2659,0
2660,1
2661,0
2662,1
2663,1
2664,1
2665,1
2666,0
2667,0
2668,0
2669,0
2670,1
2671,1
2672,1
2673,1
2674,1
2675,1
2676,0
2677,0
2678,0
2679,0
2680,0
2681,1
2682,1
2683,1
2684,1
2685,0
2686,1
2687,1
2688,0
2689,0
2690,0
2691,0
2692,1
2693,1
2694,1
2695,1
2696,1
2697,0
2698,1
2699,1
2700,0
2701,1
2702,1
2703,1
2704,1
2705,1
2706,1
2707,1
2708,0
2709,0
2710,1
2711,0
2712,1
2713,0
2714,0
2715,1
2716,0
2717,1
2718,1
2719,0
2720,0
2721,1
2722,0
2723,1
2724,0
2725,0
2726,0
2727,1
2728,1
2729,1
2730,1
2731,0
2732,0
2733,1
2734,0
2735,1
2736,1
2737,0
2738,1
2739,1
2740,1
2741,0
2742,1
2743,0
2744,0
2745,1
2746,0
2747,1
2748,0
2749,1
2750,1
2751,0
2752,0
2753,0
2754,1
2755,1
2756,0
2757,1
2758,1
2759,1
2760,0
2761,1
2762,1
2763,0
2764,1
2765,0
2766,0
2767,1
2768,1
2769,1
2770,1
2771,1
2772,1
2773,1
2774,1
2775,0
2776,0
2777,1
2778,1
2779,0
2780,0
2781,0
2782,0
2783,0
2784,0
2785,1
2786,1
2787,1
2788,1
2789,0
2790,1
2791,0
2792,0
2793,0
2794,1
2795,0
2796,1
2797,1
2798,0
2799,0
2800,1
2801,1
2802,1
2803,1
2804,1
2805,0
2806,0
2807,0
2808,1
2809,1
2810,0
2811,1
2812,0
2813,1
2814,0
2815,0
2816,0
2817,0
2818,1
2819,1
2820,1
2821,0
2822,1
2823,0
2824,1
2825,0
2826,1
2827,1
2828,1
2829,1
2830,1
2831,1
2832,1
2833,1
2834,1
2835,1
2836,1
2837,0
2838,0
2839,0
2840,1
2841,0
2842,1
2843,1
2844,1
2845,1
2846,0
2847,0
2848,1
2849,1
2850,0
2851,1
2852,1
2853,0
2854,1
2855,1
2856,1
2857,0
2858,1
2859,0
2860,0
2861,1
2862,0
2863,0
2864,0
2865,1
2866,1
2867,1
2868,1
2869,0
2870,1
2871,0
2872,0
2873,0
2874,0
2875,1
2876,1
2877,0
2878,1
2879,1
2880,1
2881,1
2882,1
2883,0
2884,0
2885,1
2886,0
2887,1
2888,1
2889,0
2890,0
2891,0
2892,0
2893,1
2894,1
2895,0
2896,0
2897,0
2898,1
2899,1
2900,1
2901,0
2902,1
2903,0
2904,1
2905,1
2906,0
2907,0
2908,1
2909,0
2910,1
2911,0
2912,1
2913,1
2914,0
2915,1
2916,1
2917,1
2918,1
2919,1
2920,1
2921,1
2922,1
2923,0
2924,0
2925,1
2926,0
2927,1
2928,0
2929,0
2930,0
2931,0
2932,1
2933,0
2934,1
2935,1
2936,1
2937,0
2938,0
2939,0
2940,1
2941,1
2942,1
2943,1
2944,0
2945,0
2946,0
2947,1
2948,1
2949,0
2950,1
2951,1
2952,0
2953,1
2954,0
2955,1
2956,0
2957,1
2958,0
2959,1
2960,0
2961,1
2962,1
2963,0
2964,0
2965,0
2966,1
2967,1
2968,0
2969,0
2970,0
2971,1
2972,0
2973,1
2974,1
2975,1
2976,1
2977,0
2978,0
2979,0
2980,1
2981,1
2982,1
2983,1
2984,1
2985,1
2986,1
2987,1
2988,0
2989,1
2990,0
2991,0
2992,0
2993,0
2994,1
2995,1
2996,1
2997,0
2998,0
2999,1
