ID,Bound
1336,1
1337,0
1338,1
1339,1
1340,0
1341,0
1342,1
1343,1
1344,1
1345,1
1346,0
1347,1
1348,1
1349,1
1350,1
1351,0
1352,1
1353,0
1354,0
1355,1
1356,0
1357,1
1358,0
1359,1
1360,1
1361,0
1362,1
1363,0
1364,0
1365,0
1366,0
1367,1
1368,0
1369,0
1370,1
1371,0
1372,1
1373,0
1374,1
1375,1
1376,0
1377,0
1378,1
1379,0
1380,0
1381,1
1382,1
1383,0
1384,1
1385,1
1386,0
1387,1
1388,0
1389,0
1390,1
1391,0
1392,1
1393,0
1394,0
1395,1
1396,1
1397,0
1398,0
1399,1
1400,0
1401,1
1402,0
1403,1
1404,1
1405,0
1406,0
1407,0
1408,0
1409,1
1410,0
1411,0
1412,1
1413,1
1414,1
1415,1
1416,1
1417,1
1418,1
1419,1
1420,1
1421,0
1422,0
1423,1
1424,0
1425,0
1426,1
1427,1
1428,0
1429,1
1430,0
1431,0
1432,1
1433,0
1434,0
1435,1
1436,0
1437,1
1438,1
1439,0
1440,0
1441,1
1442,1
1443,0
1444,0
1445,1
1446,0
1447,1
1448,0
1449,0
1450,0
1451,1
1452,1
1453,0
1454,0
1455,0
1456,1
1457,1
1458,0
1459,0
1460,1
1461,0
1462,0
1463,0
1464,0
1465,1
1466,0
1467,0
1468,1
1469,0
1470,1
1471,0
1472,1
1473,0
1474,1
1475,0
1476,1
1477,1
1478,1
1479,0
1480,0
1481,0
1482,0
1483,0
1484,0
1485,0
1486,0
1487,0
1488,0
1489,0
1490,1
1491,1
1492,0
1493,0
1494,1
1495,0
1496,1
1497,0
1498,1
1499,1
1500,0
1501,1
1502,0
1503,1
1504,1
1505,0
1506,1
1507,0
1508,1
1509,0
1510,1
1511,1
1512,0
1513,0
1514,0
1515,0
1516,1
1517,1
1518,0
1519,1
1520,1
1521,1
1522,1
1523,1
1524,1
1525,0
1526,0
1527,1
1528,1
1529,1
1530,1
1531,0
1532,0
1533,1
1534,1
1535,0
1536,0
1537,0
1538,1
1539,1
1540,0
1541,0
1542,1
1543,1
1544,1
1545,0
1546,0
1547,0
1548,1
1549,1
1550,0
1551,0
1552,0
1553,1
1554,0
1555,0
1556,0
1557,1
1558,1
1559,0
1560,0
1561,0
1562,0
1563,0
1564,1
1565,1
1566,0
1567,0
1568,0
1569,1
1570,0
1571,0
1572,0
1573,0
1574,1
1575,0
1576,0
1577,1
1578,1
1579,0
1580,0
1581,1
1582,0
1583,1
1584,1
1585,0
1586,0
1587,0
1588,1
1589,1
1590,0
1591,0
1592,0
1593,0
1594,0
1595,1
1596,1
1597,1
1598,0
1599,0
1600,1
1601,0
1602,1
1603,1
1604,1
1605,1
1606,1
1607,1
1608,0
1609,1
1610,0
1611,0
1612,0
1613,0
1614,0
1615,0
1616,1
1617,1
1618,0
1619,0
1620,1
1621,1
1622,1
1623,1
1624,0
1625,1
1626,0
1627,1
1628,0
1629,0
1630,0
1631,0
1632,0
1633,0
1634,0
1635,0
1636,1
1637,1
1638,1
1639,0
1640,1
1641,0
1642,1
1643,0
1644,0
1645,0
1646,0
1647,1
1648,0
1649,0
1650,1
1651,0
1652,1
1653,0
1654,0
1655,1
1656,1
1657,0
1658,1
1659,1
1660,0
1661,0
1662,1
1663,1
1664,1
1665,0
1666,0
1667,0
1668,0
1669,0
1670,1
1671,0
1672,0
1673,0
1674,0
1675,0
1676,0
1677,0
1678,1
1679,0
1680,0
1681,0
1682,1
1683,0
1684,0
1685,0
1686,1
1687,0
1688,1
1689,0
1690,0
1691,1
1692,0
1693,1
1694,1
1695,1
1696,1
1697,1
1698,1
1699,1
1700,1
1701,0
1702,0
1703,0
1704,0
1705,0
1706,1
1707,1
1708,0
1709,0
1710,1
1711,1
1712,0
1713,1
1714,0
1715,1
1716,1
1717,1
1718,1
1719,0
1720,0
1721,0
1722,1
1723,1
1724,0
1725,1
1726,1
1727,0
1728,0
1729,0
1730,0
1731,0
1732,1
1733,0
1734,1
1735,0
1736,1
1737,1
1738,0
1739,0
1740,0
1741,0
1742,1
1743,1
1744,0
1745,0
1746,1
1747,1
1748,1
1749,0
1750,0
1751,0
1752,0
1753,0
1754,1
1755,0
1756,0
1757,1
1758,0
1759,1
1760,0
1761,0
1762,1
1763,1
1764,0
1765,1
1766,0
1767,0
1768,1
1769,0
1770,1
1771,0
1772,0
1773,0
1774,1
1775,0
1776,0
1777,1
1778,1
1779,0
1780,1
1781,0
1782,1
1783,0
1784,0
1785,1
1786,1
1787,0
1788,0
1789,1
1790,1
1791,1
1792,1
1793,0
1794,0
1795,1
1796,1
1797,0
1798,0
1799,1
1800,0
1801,1
1802,0
1803,0
1804,0
1805,1
1806,1
1807,1
1808,0
1809,0
1810,0
1811,1
1812,0
1813,1
1814,0
1815,0
1816,0
1817,0
1818,0
1819,0
1820,1
1821,0
1822,1
1823,0
1824,1
1825,1
1826,0
1827,1
1828,0
1829,0
1830,0
1831,0
1832,0
1833,0
1834,1
1835,1
1836,0
1837,0
1838,1
1839,1
1840,0
1841,0
1842,1
1843,0
1844,1
1845,0
1846,0
1847,0
1848,0
1849,0
1850,0
1851,0
1852,0
1853,1
1854,0
1855,1
1856,0
1857,0
1858,1
1859,0
1860,0
1861,1
1862,0
1863,1
1864,1
1865,1
1866,1
1867,0
1868,1
1869,0
1870,0
1871,1
1872,1
1873,0
1874,1
1875,0
1876,0
1877,1
1878,1
1879,1
1880,0
1881,1
1882,0
1883,1
1884,1
1885,1
1886,0
1887,0
1888,1
1889,1
1890,0
1891,0
1892,1
1893,1
1894,1
1895,1
1896,1
1897,1
1898,1
1899,1
1900,1
1901,1
1902,0
1903,1
1904,1
1905,0
1906,0
1907,1
1908,0
1909,0
1910,0
1911,0
1912,0
1913,0
1914,1
1915,0
1916,1
1917,1
1918,0
1919,1
1920,0
1921,0
1922,0
1923,0
1924,0
1925,0
1926,1
1927,1
1928,1
1929,0
1930,0
1931,1
1932,0
1933,1
1934,0
1935,0
1936,0
1937,0
1938,1
1939,0
1940,0
1941,1
1942,1
1943,1
1944,1
1945,0
1946,1
1947,1
1948,1
1949,0
1950,1
1951,1
1952,0
1953,1
1954,0
1955,0
1956,0
1957,1
1958,1
1959,1
1960,1
1961,0
1962,1
1963,0
1964,1
1965,0
1966,0
1967,1
1968,1
1969,1
1970,1
1971,1
1972,0
1973,1
1974,0
1975,0
1976,0
1977,0
1978,1
1979,1
1980,0
1981,1
1982,1
1983,1
1984,0
1985,1
1986,0
1987,0
1988,0
1989,0
1990,0
1991,1
1992,1
1993,0
1994,0
1995,0
1996,1
1997,0
1998,0
1999,1
