ID,Bound
1061,0
1062,0
1063,0
1064,1
1065,0
1066,0
1067,1
1068,0
1069,1
1070,1
1071,0
1072,0
1073,0
1074,0
1075,0
1076,1
1077,0
1078,1
1079,1
1080,1
1081,1
1082,1
1083,0
1084,0
1085,1
1086,0
1087,0
1088,0
1089,0
1090,1
1091,1
1092,0
1093,1
1094,0
1095,0
1096,0
1097,1
1098,1
1099,1
1100,0
1101,1
1102,0
1103,0
1104,0
1105,0
1106,1
1107,0
1108,1
1109,1
1110,1
1111,0
1112,0
1113,0
1114,0
1115,0
1116,1
1117,1
1118,0
1119,0
1120,1
1121,1
1122,0
1123,0
1124,1
1125,0
1126,1
1127,0
1128,1
1129,1
1130,1
1131,1
1132,1
1133,1
1134,0
1135,1
1136,0
1137,0
1138,0
1139,0
1140,1
1141,1
1142,0
1143,1
1144,0
1145,1
1146,0
1147,0
1148,1
1149,0
1150,1
1151,1
1152,0
1153,0
1154,1
1155,1
1156,0
1157,1
1158,1
1159,0
1160,0
1161,1
1162,0
1163,0
1164,1
1165,1
1166,1
1167,1
1168,1
1169,0
1170,1
1171,1
1172,1
1173,1
1174,0
1175,1
1176,1
1177,0
1178,1
1179,0
1180,0
1181,0
1182,0
1183,1
1184,0
1185,1
1186,1
1187,1
1188,1
1189,1
1190,0
1191,0
1192,1
1193,1
1194,1
1195,1
1196,1
1197,0
1198,0
1199,1
1200,1
1201,0
1202,1
1203,1
1204,1
1205,0
1206,0
1207,1
1208,1
1209,0
1210,0
1211,0
1212,0
1213,1
1214,0
1215,0
1216,1
1217,1
1218,0
1219,0
1220,1
1221,1
1222,0
1223,1
1224,0
1225,0
1226,0
1227,1
1228,1
1229,0
1230,1
1231,0
1232,0
1233,1
1234,1
1235,0
1236,0
1237,1
1238,0
1239,1
1240,1
1241,1
1242,0
1243,0
1244,1
1245,0
1246,0
1247,0
1248,1
1249,0
1250,0
1251,1
1252,0
1253,1
1254,1
1255,0
1256,0
1257,1
1258,0
1259,1
1260,1
1261,0
1262,0
1263,0
1264,1
1265,1
1266,0
1267,0
1268,0
1269,1
1270,1
1271,1
1272,0
1273,1
1274,0
1275,0
1276,0
1277,0
1278,1
1279,1
1280,0
1281,1
1282,1
1283,1
1284,1
1285,0
1286,0
1287,1
1288,0
1289,1
1290,1
1291,0
1292,1
1293,1
1294,0
1295,1
1296,0
1297,0
1298,0
1299,0
1300,1
1301,1
1302,1
1303,0
1304,0
1305,1
1306,1
1307,1
1308,1
1309,0
1310,1
1311,1
1312,0
1313,0
1314,0
1315,0
1316,1
1317,1
1318,1
1319,1
1320,1
1321,1
1322,1
1323,0
1324,1
1325,0
1326,0
1327,1
1328,0
1329,0
1330,0
1331,0
1332,0
1333,1
1334,0
1335,1
1336,1
1337,0
1338,1
1339,1
1340,0
1341,0
1342,0
1343,1
1344,1
1345,1
1346,0
1347,0
1348,0
1349,1
1350,1
1351,1
1352,0
1353,0
1354,0
1355,1
1356,0
1357,1
1358,0
1359,1
1360,1
1361,1
1362,0
1363,0
1364,0
1365,0
1366,1
1367,1
1368,0
1369,1
1370,1
1371,0
1372,1
1373,0
1374,0
1375,1
1376,1
1377,1
1378,1
1379,1
1380,0
1381,1
1382,1
1383,1
1384,0
1385,1
1386,1
1387,0
1388,0
1389,0
1390,0
1391,1
1392,1
1393,0
1394,1
1395,1
1396,1
1397,0
1398,0
1399,1
1400,0
1401,0
1402,0
1403,0
1404,1
1405,1
1406,0
1407,0
1408,0
1409,1
1410,1
1411,1
1412,1
1413,0
1414,0
1415,1
1416,1
1417,1
1418,1
1419,1
1420,1
1421,0
1422,0
1423,1
1424,0
1425,0
1426,0
1427,1
1428,1
1429,0
1430,0
1431,1
1432,0
1433,0
1434,1
1435,1
1436,1
1437,1
1438,1
1439,0
1440,0
1441,1
1442,1
1443,0
1444,0
1445,0
1446,0
1447,1
1448,1
1449,0
1450,1
1451,1
1452,1
1453,0
1454,0
1455,0
1456,1
1457,1
1458,0
1459,1
1460,1
1461,1
1462,0
1463,0
1464,0
1465,1
1466,0
1467,0
1468,1
1469,0
1470,1
1471,1
1472,1
1473,0
1474,1
1475,0
1476,1
1477,1
1478,1
1479,0
1480,0
1481,1
1482,0
1483,0
1484,0
1485,0
1486,0
1487,1
1488,0
1489,1
1490,0
1491,1
1492,0
1493,1
1494,0
1495,0
1496,1
1497,0
1498,1
1499,1
1500,1
1501,1
1502,0
1503,1
1504,1
1505,0
1506,1
1507,0
1508,0
1509,0
1510,1
1511,1
1512,0
1513,0
1514,1
1515,0
1516,1
1517,0
1518,0
1519,0
1520,1
1521,1
1522,1
1523,0
1524,1
1525,1
1526,1
1527,1
1528,1
1529,1
1530,1
1531,0
1532,0
1533,1
1534,1
1535,1
1536,0
1537,1
1538,1
1539,0
1540,0
1541,0
1542,1
1543,1
1544,1
1545,1
1546,0
1547,1
1548,1
1549,0
1550,1
1551,1
1552,1
1553,1
1554,0
1555,0
1556,1
1557,0
1558,0
1559,1
1560,1
1561,1
1562,0
1563,1
1564,1
1565,0
1566,0
1567,0
1568,0
1569,0
1570,1
1571,1
1572,0
1573,0
1574,0
1575,0
1576,0
1577,1
1578,1
1579,0
1580,1
1581,0
1582,0
1583,1
1584,1
1585,0
1586,0
1587,1
1588,1
1589,1
1590,0
1591,0
1592,1
1593,0
1594,0
1595,1
1596,0
1597,0
1598,0
1599,0
1600,0
1601,0
1602,1
1603,1
1604,0
1605,0
1606,1
1607,0
1608,1
1609,1
1610,0
1611,0
1612,0
1613,0
1614,0
1615,0
1616,1
1617,0
1618,0
1619,1
1620,0
1621,1
1622,1
1623,1
1624,0
1625,0
1626,0
1627,1
1628,0
1629,0
1630,0
1631,1
1632,1
1633,0
1634,0
1635,0
1636,0
1637,0
1638,1
1639,0
1640,1
1641,0
1642,0
1643,1
1644,0
1645,0
1646,0
1647,1
1648,0
1649,1
1650,0
1651,1
1652,1
1653,0
1654,0
1655,1
1656,1
1657,1
1658,1
1659,0
1660,0
1661,0
1662,1
1663,1
1664,1
1665,1
1666,0
1667,0
1668,0
1669,0
1670,0
1671,1
1672,0
1673,0
1674,0
1675,1
1676,0
1677,0
1678,1
1679,0
1680,1
1681,0
1682,0
1683,0
1684,0
1685,0
1686,0
1687,0
1688,1
1689,1
1690,0
1691,1
1692,1
1693,1
1694,1
1695,1
1696,1
1697,1
1698,1
1699,0
1700,0
1701,0
1702,0
1703,1
1704,1
1705,0
1706,1
1707,1
1708,0
1709,0
1710,1
1711,1
1712,0
1713,0
1714,0
1715,1
1716,1
1717,1
1718,1
1719,0
1720,0
1721,0
1722,0
1723,1
1724,0
1725,0
1726,1
1727,0
1728,1
1729,1
1730,0
1731,0
1732,0
1733,0
1734,1
1735,1
1736,1
1737,1
1738,1
1739,0
1740,0
1741,0
1742,1
1743,0
1744,0
1745,0
1746,1
1747,1
1748,1
1749,0
1750,0
1751,0
1752,0
1753,1
1754,1
1755,0
1756,0
1757,1
1758,1
1759,1
1760,0
1761,1
1762,1
1763,1
1764,0
1765,1
1766,0
1767,0
1768,1
1769,0
1770,0
1771,0
1772,0
1773,1
1774,1
1775,1
1776,0
1777,1
1778,0
1779,0
1780,0
1781,0
1782,0
1783,0
1784,0
1785,1
1786,1
1787,0
1788,1
1789,1
1790,0
1791,1
1792,1
1793,1
1794,1
1795,1
1796,1
1797,1
1798,1
1799,1
1800,0
1801,1
1802,1
1803,0
1804,0
1805,1
1806,1
1807,1
1808,0
1809,0
1810,1
1811,0
1812,0
1813,0
1814,0
1815,0
1816,0
1817,0
1818,0
1819,0
1820,1
1821,0
1822,1
1823,1
1824,1
1825,1
1826,0
1827,1
1828,1
1829,0
1830,0
1831,0
1832,1
1833,0
1834,1
1835,0
1836,0
1837,0
1838,1
1839,1
1840,0
1841,0
1842,0
1843,0
1844,0
1845,1
1846,0
1847,1
1848,0
1849,1
1850,0
1851,0
1852,0
1853,1
1854,0
1855,1
1856,1
1857,0
1858,1
1859,0
1860,0
1861,0
1862,0
1863,1
1864,1
1865,1
1866,1
1867,0
1868,0
1869,0
1870,0
1871,1
1872,1
1873,0
1874,1
1875,1
1876,1
1877,1
1878,1
1879,1
1880,0
1881,1
1882,0
1883,0
1884,1
1885,1
1886,0
1887,1
1888,1
1889,1
1890,0
1891,0
1892,1
1893,1
1894,1
1895,1
1896,1
1897,1
1898,1
1899,1
1900,1
1901,1
1902,0
1903,1
1904,1
1905,0
1906,0
1907,1
1908,0
1909,0
1910,0
1911,0
1912,1
1913,0
1914,1
1915,0
1916,1
1917,1
1918,0
1919,1
1920,1
1921,0
1922,0
1923,1
1924,0
1925,0
1926,0
1927,1
1928,1
1929,0
1930,1
1931,1
1932,0
1933,1
1934,0
1935,0
1936,0
1937,0
1938,1
1939,0
1940,0
1941,1
1942,1
1943,0
1944,1
1945,1
1946,0
1947,0
1948,1
1949,0
1950,1
1951,1
1952,0
1953,1
1954,0
1955,0
1956,0
1957,0
1958,0
1959,0
1960,1
1961,0
1962,1
1963,1
1964,1
1965,1
1966,0
1967,1
1968,1
1969,1
1970,1
1971,0
1972,0
1973,1
1974,0
1975,0
1976,1
1977,0
1978,0
1979,1
1980,1
1981,0
1982,1
1983,1
1984,1
1985,1
1986,0
1987,1
1988,1
1989,0
1990,1
1991,0
1992,0
1993,1
1994,1
1995,0
1996,0
1997,0
1998,0
1999,1
2000,0
2001,0
2002,0
2003,1
2004,1
2005,1
2006,1
2007,1
2008,0
2009,0
2010,0
2011,1
2012,0
2013,1
2014,1
2015,1
2016,0
2017,0
2018,1
2019,1
2020,1
2021,0
2022,0
2023,1
2024,0
2025,1
2026,0
2027,1
2028,1
2029,1
2030,1
2031,1
2032,0
2033,0
2034,1
2035,0
2036,0
2037,0
2038,0
2039,0
2040,0
2041,0
2042,0
2043,1
2044,0
2045,0
2046,0
2047,1
2048,0
2049,0
2050,1
2051,1
2052,1
2053,1
2054,0
2055,1
2056,1
2057,1
2058,1
2059,0
2060,0
2061,0
2062,1
2063,1
2064,1
2065,0
2066,0
2067,1
2068,0
2069,1
2070,1
2071,0
2072,0
2073,0
2074,0
2075,1
2076,1
2077,1
2078,1
2079,1
2080,0
2081,1
2082,0
2083,1
2084,1
2085,1
2086,1
2087,1
2088,0
2089,0
2090,1
2091,1
2092,1
2093,1
2094,1
2095,0
2096,0
2097,1
2098,0
2099,1
2100,0
2101,1
2102,0
2103,1
2104,1
2105,1
2106,1
2107,1
2108,1
2109,0
2110,1
2111,1
2112,1
2113,1
2114,0
2115,0
2116,1
2117,0
2118,1
2119,1
2120,0
2121,1
2122,0
2123,0
2124,0
2125,1
2126,1
2127,1
2128,0
2129,1
2130,0
2131,0
2132,1
2133,1
2134,0
2135,1
2136,1
2137,1
2138,1
2139,1
2140,1
2141,1
2142,0
2143,0
2144,1
2145,0
2146,0
2147,0
2148,1
2149,0
2150,0
2151,1
2152,1
2153,1
2154,1
2155,0
2156,0
2157,0
2158,1
2159,0
2160,0
2161,0
2162,0
2163,1
2164,1
2165,0
2166,1
2167,0
2168,0
2169,1
2170,0
2171,0
2172,0
2173,0
2174,1
2175,1
2176,1
2177,0
2178,0
2179,1
2180,0
2181,0
2182,0
2183,1
2184,1
2185,1
2186,1
2187,0
2188,1
2189,1
2190,0
2191,1
2192,1
2193,1
2194,1
2195,0
2196,0
2197,1
2198,0
2199,1
2200,1
2201,1
2202,1
2203,0
2204,0
2205,1
2206,1
2207,0
2208,0
2209,1
2210,0
2211,0
2212,1
2213,1
2214,1
2215,1
2216,0
2217,0
2218,1
2219,1
2220,0
2221,0
2222,0
2223,0
2224,1
2225,1
2226,1
2227,1
2228,1
2229,1
2230,0
2231,0
2232,1
2233,1
2234,0
2235,1
2236,0
2237,1
2238,0
2239,0
2240,1
2241,1
2242,0
2243,1
2244,0
2245,1
2246,0
2247,0
2248,0
2249,1
2250,1
2251,1
2252,0
2253,0
2254,0
2255,1
2256,1
2257,0
2258,1
2259,1
2260,1
2261,1
2262,0
2263,0
2264,0
2265,0
2266,0
2267,1
2268,0
2269,1
2270,0
2271,1
2272,0
2273,0
2274,1
2275,0
2276,1
2277,1
2278,0
2279,1
2280,1
2281,1
2282,1
2283,1
2284,0
2285,1
2286,0
2287,0
2288,1
2289,1
2290,0
2291,0
2292,1
2293,0
2294,0
2295,0
2296,0
2297,1
2298,1
2299,0
2300,1
2301,1
2302,0
2303,1
2304,1
2305,1
2306,1
2307,1
2308,1
2309,1
2310,0
2311,0
2312,1
2313,1
2314,1
2315,0
2316,1
2317,0
2318,1
2319,0
2320,1
2321,0
2322,1
2323,0
2324,1
2325,1
2326,1
2327,1
2328,1
2329,0
2330,0
2331,0
2332,0
2333,0
2334,0
2335,0
2336,1
2337,0
2338,0
2339,0
2340,1
2341,1
2342,1
2343,1
2344,0
2345,1
2346,0
2347,0
2348,0
2349,0
2350,0
2351,1
2352,1
2353,0
2354,0
2355,0
2356,1
2357,0
2358,0
2359,0
2360,1
2361,1
2362,0
2363,0
2364,0
2365,0
2366,1
2367,0
2368,0
2369,1
2370,1
2371,0
2372,0
2373,0
2374,1
2375,1
2376,1
2377,0
2378,1
2379,0
2380,1
2381,1
2382,0
2383,1
2384,1
2385,0
2386,0
2387,1
2388,1
2389,0
2390,0
2391,0
2392,1
2393,1
2394,0
2395,0
2396,0
2397,0
2398,0
2399,0
2400,0
2401,1
2402,0
2403,1
2404,0
2405,0
2406,1
2407,0
2408,0
2409,1
2410,1
2411,1
2412,0
2413,0
2414,0
2415,1
2416,0
2417,1
2418,0
2419,1
2420,0
2421,0
2422,0
2423,0
2424,1
2425,0
2426,0
2427,0
2428,1
2429,0
2430,0
2431,0
2432,1
2433,0
2434,0
2435,1
2436,0
2437,1
2438,0
2439,1
2440,1
2441,0
2442,0
2443,1
2444,0
2445,0
2446,0
2447,0
2448,1
2449,1
2450,1
2451,1
2452,1
2453,0
2454,1
2455,0
2456,1
2457,1
2458,0
2459,0
2460,0
2461,1
2462,1
2463,1
2464,1
2465,1
2466,1
2467,1
2468,0
2469,0
2470,1
2471,0
2472,1
2473,1
2474,1
2475,0
2476,0
2477,1
2478,1
2479,1
2480,0
2481,0
2482,0
2483,0
2484,0
2485,0
2486,0
2487,0
2488,1
2489,0
2490,0
2491,1
2492,1
2493,1
2494,0
2495,1
2496,1
2497,1
2498,0
2499,0
2500,0
2501,0
2502,1
2503,0
2504,0
2505,0
2506,0
2507,1
2508,1
2509,0
2510,0
2511,0
2512,1
2513,1
2514,1
2515,0
2516,0
2517,1
2518,1
2519,1
2520,1
2521,0
2522,0
2523,0
2524,0
2525,1
2526,0
2527,1
2528,1
2529,0
2530,1
2531,0
2532,0
2533,1
2534,0
2535,0
2536,1
2537,0
2538,0
2539,0
2540,0
2541,1
2542,0
2543,0
2544,0
2545,0
2546,1
2547,1
2548,1
2549,1
2550,1
2551,0
2552,1
2553,1
2554,1
2555,1
2556,0
2557,1
2558,0
2559,1
2560,0
2561,1
2562,0
2563,0
2564,1
2565,0
2566,0
2567,1
2568,1
2569,1
2570,0
2571,1
2572,0
2573,1
2574,0
2575,0
2576,0
2577,1
2578,0
2579,1
2580,1
2581,1
2582,0
2583,0
2584,1
2585,0
2586,1
2587,0
2588,0
2589,0
2590,0
2591,0
2592,1
2593,0
2594,0
2595,1
2596,0
2597,0
2598,1
2599,1
2600,1
2601,0
2602,0
2603,1
2604,1
2605,1
2606,0
2607,1
2608,1
2609,0
2610,1
2611,0
2612,0
2613,0
2614,1
2615,0
2616,1
2617,1
2618,0
2619,0
2620,0
2621,1
2622,0
2623,1
2624,0
2625,0
2626,0
2627,0
2628,1
2629,1
2630,1
2631,0
2632,0
2633,1
2634,1
2635,1
2636,1
2637,0
2638,0
2639,1
2640,0
2641,0
2642,1
2643,0
2644,0
2645,1
2646,1
2647,0
2648,0
2649,0
2650,1
2651,0
2652,0
2653,0
2654,1
2655,1
2656,0
2657,0
2658,1
2659,0
2660,1
2661,0
2662,1
2663,1
2664,1
2665,1
2666,0
2667,0
2668,0
2669,0
2670,1
2671,1
2672,1
2673,1
2674,1
2675,0
2676,0
2677,0
2678,0
2679,0
2680,0
2681,0
2682,1
2683,1
2684,1
2685,0
2686,0
2687,1
2688,0
2689,0
2690,0
2691,0
2692,1
2693,1
2694,1
2695,1
2696,1
2697,0
2698,1
2699,1
2700,1
2701,1
2702,1
2703,0
2704,0
2705,0
2706,0
2707,0
2708,0
2709,0
2710,0
2711,0
2712,1
2713,0
2714,0
2715,1
2716,0
2717,1
2718,0
2719,1
2720,0
2721,1
2722,0
2723,0
2724,0
2725,0
2726,0
2727,0
2728,1
2729,0
2730,1
2731,0
2732,0
2733,0
2734,0
2735,1
2736,1
2737,0
2738,1
2739,1
2740,0
2741,0
2742,0
2743,0
2744,0
2745,0
2746,0
2747,1
2748,0
2749,1
2750,1
2751,0
2752,0
2753,0
2754,1
2755,1
2756,0
2757,1
2758,1
2759,1
2760,0
2761,1
2762,1
2763,0
2764,1
2765,1
2766,0
2767,0
2768,1
2769,1
2770,1
2771,0
2772,1
2773,1
2774,1
2775,0
2776,0
2777,0
2778,0
2779,1
2780,0
2781,0
2782,1
2783,0
2784,0
2785,1
2786,0
2787,0
2788,0
2789,0
2790,1
2791,1
2792,0
2793,1
2794,1
2795,1
2796,1
2797,1
2798,1
2799,0
2800,1
2801,1
2802,1
2803,0
2804,1
2805,0
2806,1
2807,0
2808,1
2809,1
2810,0
2811,1
2812,1
2813,1
2814,0
2815,0
2816,0
2817,0
2818,0
2819,1
2820,1
2821,0
2822,1
2823,0
2824,1
2825,0
2826,1
2827,0
2828,1
2829,1
2830,1
2831,0
2832,1
2833,1
2834,1
2835,1
2836,1
2837,0
2838,0
2839,0
2840,0
2841,0
2842,1
2843,1
2844,1
2845,1
2846,0
2847,0
2848,1
2849,1
2850,1
2851,1
2852,1
2853,0
2854,1
2855,1
2856,0
2857,0
2858,1
2859,0
2860,1
2861,1
2862,0
2863,0
2864,1
2865,1
2866,1
2867,1
2868,1
2869,0
2870,1
2871,0
2872,0
2873,1
2874,1
2875,1
2876,1
2877,0
2878,1
2879,1
2880,0
2881,1
2882,1
2883,0
2884,0
2885,0
2886,0
2887,0
2888,1
2889,0
2890,0
2891,0
2892,0
2893,1
2894,1
2895,1
2896,0
2897,0
2898,1
2899,0
2900,1
2901,0
2902,1
2903,0
2904,1
2905,1
2906,0
2907,0
2908,1
2909,1
2910,1
2911,0
2912,1
2913,1
2914,0
2915,1
2916,1
2917,1
2918,1
2919,1
2920,1
2921,1
2922,1
2923,0
2924,1
2925,1
2926,1
2927,0
2928,0
2929,0
2930,0
2931,0
2932,1
2933,0
2934,1
2935,0
2936,1
2937,0
2938,0
2939,0
2940,1
2941,1
2942,1
2943,0
2944,1
2945,0
2946,0
2947,1
2948,1
2949,0
2950,1
2951,0
2952,0
2953,1
2954,0
2955,1
2956,1
2957,1
2958,0
2959,1
2960,0
2961,0
2962,1
2963,0
2964,0
2965,0
2966,1
2967,1
2968,0
2969,0
2970,0
2971,1
2972,0
2973,0
2974,1
2975,1
2976,1
2977,1
2978,1
2979,0
2980,1
2981,1
2982,0
2983,1
2984,1
2985,1
2986,0
2987,0
2988,0
2989,1
2990,0
2991,0
2992,0
2993,0
2994,0
2995,1
2996,0
